Indicator Name,Indicator Code,Country Name,Country Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,South Asia,SAS,11.58432394,9.328346429,9.284572727,9.875272555,9.183115078,7.823035561,7.279093006,7.5260369,4.65573068,4.472433701,7.891155227,3.711782741,4.163083303,5.086380895,6.119262096,6.89130801,7.306502541,9.063782764,6.242743996,6.886296326
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Spain,ESP,6.935139498,6.710771196,4.53724124,3.879842009,4.933129726,3.458627902,2.384053216,2.48006884,2.626982624,3.394295732,4.192208214,4.35308949,4.162609672,4.042641339,4.343944469,4.140483092,3.267682255,2.374449422,0.073730325,0.404831234
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sri Lanka,LKA,10.62400967,9.403696948,9.884459328,9.770500335,9.303527935,10.81742079,8.924574518,9.214064454,4.162763252,7.277341306,13.66474909,11.81256527,5.149138425,8.801492461,10.41872675,11.27788111,14.02757011,16.32709157,5.879791974,7.298969955
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,St. Kitts and Nevis,KNA,2.970815139,6.937372949,2.279711415,6.368300216,0.377125567,-0.115306453,4.819104368,3.266455915,0.897454467,21.47238249,5.976845232,4.253666572,-0.466949042,1.334810751,2.392259157,9.312069125,22.96842342,3.173994634,-1.435671723,0.457836164
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,St. Lucia,LCA,5.796838148,3.514604381,0.353806874,3.716146899,4.906181544,-4.198499877,6.28754968,2.289845647,2.892763328,4.127992276,-0.147393726,-1.254905992,6.67596014,3.982316513,1.556886565,5.560031922,6.666114509,0.726525417,17.94975939,3.888093384
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,St. Vincent and the Grenadines,VCT,6.550988705,2.061122395,2.23415991,5.031231251,8.461431099,4.245747336,-8.096538949,3.119181105,0.004083882,17.64623802,6.086381372,3.366203204,1.161195737,1.638919832,3.329733536,1.168718393,8.662126911,2.721025943,-1.575913359,2.24307418
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sub-Saharan Africa (all income levels),SSF,8.671015917,6.190611204,11.91288477,22.75262921,10.30502411,9.074833559,4.991373577,6.931402668,5.370059401,6.079848487,4.534475811,5.463647107,5.83081111,7.940033555,7.090722504,7.438973809,7.172242879,11.08293641,4.178009277,6.96743799
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sub-Saharan Africa (developing only),SSA,8.77775273,6.639280701,11.99720196,19.97196608,10.50128737,9.029608372,4.964845048,6.948152605,5.326566471,5.840928175,4.786186418,5.853830863,5.946832091,7.611525198,6.569691274,7.091207047,7.287061783,10.96587281,4.197803556,6.933169212
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sudan,SDN,88.77284513,109.2336458,97.48734955,159.266976,104.55503,32.56225392,47.58344604,17.66227239,15.82357487,8.748270548,2.405992352,8.266920746,9.826957157,18.38631906,12.1947392,6.460825744,7.73088266,21.01415902,-0.259888115,17.60816673
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Suriname,SUR,12.32773741,35.65000684,159.0144622,439.0164999,273.9326743,11.09997228,1.900066172,0.104177291,103.2143919,54.75009041,35.17731321,45.25244243,23.07958243,12.89263931,15.50166441,41.61711244,6.425201221,15.52114354,6.934062957,7.395231159
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Swaziland,SWZ,8.77775273,11.18824754,17.38976058,10.97042746,16.64938096,7.682363885,11.34484261,7.405277056,5.370059401,9.938879959,8.544037674,9.144418495,6.305745487,8.338825496,2.567937001,17.59154728,4.132832334,13.27938271,-1.003146723,6.182020718
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Sweden,SWE,8.977445515,0.977711736,3.244129633,2.625690063,3.718416905,0.824784898,1.515720149,0.533929076,0.898097752,1.424560609,2.370269566,1.532777155,1.765944962,0.313589716,0.885621226,1.942265214,2.759659807,3.137510151,2.056214434,1.022227082
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Switzerland,CHE,5.431077225,2.020454258,2.381624378,1.265711791,0.734239119,0.193173915,-0.130187043,0.289181302,0.614935979,1.131639935,0.795324965,0.469832915,0.99945594,0.570691732,0.10818392,2.061304029,2.493609821,2.44493291,0.160406471,0.069651323
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Syrian Arab Republic,SYR,7.610517034,5.118985819,5.853081547,13.62347232,6.684041328,15.89656665,6.011240628,-0.299401042,7.442427524,9.70098597,4.563571534,-1.305178723,0.597453516,10.32933844,11.96643161,7.789747357,11.96717248,15.95496232,-2.801627807,6.264043253
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tajikistan,TJK,99.69848252,573.7952187,1207.211236,221.0476374,346.0003969,430.5527903,65.23066499,87.82764707,26.50724279,22.66785586,30.20816858,20.66989799,27.9130025,17.19975708,5.763466755,53.59518943,12.69219177,14.05663214,12.09633281,12.48209814
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tanzania,TZA,28.11260436,25.37548112,24.46198633,31.16995427,26.86195135,19.31365584,20.58723215,27.33931212,10.90938543,7.572064645,5.305545709,7.099235381,8.449880036,7.022323797,6.426202523,5.283343584,8.97160031,10.10997674,7.378491166,6.933169212
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Thailand,THA,5.746522815,4.490453584,3.286939027,5.207850728,5.589750116,4.010292021,4.063571092,9.237619295,-4.038220938,1.346160687,2.069471596,0.81685768,1.327977013,3.125884514,4.487077901,5.242896334,3.452810673,3.931303064,1.946645172,3.663192169
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Timor-Leste,TMP,,,,,,,,,,2.9988893,0.144456482,0.031802232,4.711478961,-0.282979251,38.2453709,1.225942547,5.640295407,10.47503087,5.094627361,1.433828194
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Togo,TGO,2.671092807,3.245434624,-8.196773523,35.84238136,11.08421037,5.387927807,2.03603454,9.556632461,1.115127217,-4.291831251,7.740182109,6.216923102,-9.823833174,3.01646942,7.752503493,-0.780528265,2.64830769,14.40877546,1.911964122,1.781791993
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tonga,TON,9.461307441,7.447495487,0.065788716,27.17230808,-2.97824229,5.073622307,-0.77403795,2.242638859,6.444605627,3.078999137,2.295455309,8.865258487,9.113772737,4.748188305,8.037209493,17.59059728,4.105308967,5.438125093,0.394070089,3.232796867
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Trinidad and Tobago,TTO,3.052206575,4.884482384,5.878408286,15.36965656,4.024078192,4.97303466,0.981695993,-1.532573638,7.936054206,12.85306928,2.867186069,-5.260034904,9.806553598,6.343762496,17.29095767,1.736545453,12.70247002,24.62632701,-26.63315477,6.9383087
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tunisia,TUN,7.036802106,5.691544913,4.691343003,4.526057955,5.351095084,4.356595726,14.12533662,3.093104565,3.39760272,3.689847108,2.869326559,1.9048386,1.937114385,3.621282136,3.661359523,3.430496061,2.579380587,6.076080493,3.085041019,4.612138666
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Turkey,TUR,59.16410687,65.19943828,68.37942838,104.7491372,86.00754244,77.22351221,81.45486258,137.9648528,54.17900747,49.22587317,52.85055104,37.42483837,23.27031479,12.39987338,7.08429226,9.330868217,6.220931928,11.99441606,5.294341072,5.675739721
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Turkmenistan,TKM,102.9601811,2773.37744,1291.666667,952.3089251,705.7181272,1174.288363,61.56473456,18.07048181,23.05804393,9.796089973,14.64450583,8.354895335,12.13559941,6.028698128,7.065020631,11.82380296,8.535653842,59.74038555,1.269498151,-1.795474095
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Tuvalu,TUV,2.646356571,7.344954326,2.54626149,-4.663669803,5.147829673,12.6928452,-1.304888542,2.740370591,6.12121178,14.45375952,-2.93959139,-1.379404557,7.93814786,5.39785622,1.402463516,0.64853698,1.919114947,-0.111053595,-1.643735799,7.430656726
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Uganda,UGA,26.0193367,45.06802909,30.13687145,6.848497551,9.376437639,4.57248128,3.09526852,8.785706853,-0.11313055,11.11730588,4.534475811,-3.169556342,7.806740874,15.58754999,-1.741185294,2.405620218,7.321247318,6.367213297,14.56702735,9.511970876
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Ukraine,UKR,95.61857585,1761.25648,3334.798345,953.4611805,415.8098716,66.14566297,18.07379597,12.01201892,27.39992472,23.11594261,9.947186151,5.121841899,8.220602864,15.15565361,24.55229268,14.8782516,22.75260765,28.583474,13.07361313,13.85969117
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United Arab Emirates,ARE,0.81084873,1.806826098,1.278036308,-0.262474912,3.907479741,5.773043922,-0.952300729,-4.254445312,8.443377451,11.4595358,-2.349307665,3.770839545,4.072406794,8.501422054,16.52601688,11.88691756,12.60990776,18.07184994,-12.73253776,8.549032358
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United Kingdom,GBR,6.459057188,3.759222843,2.876522091,1.581632023,2.678297954,3.61904651,-0.028582033,2.004319644,1.929121906,0.618912575,1.448164548,2.535649524,2.350762811,2.493766521,2.186924711,3.232663275,2.265863723,3.134451147,1.654943438,2.861406642
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,United States,USA,3.398358859,2.106329477,2.192385533,2.036026757,2.326449867,1.770727651,1.92776837,1.40484778,1.466294332,2.163727483,2.267094833,1.623883629,2.106471654,2.811435885,3.319262913,3.225981517,2.899111496,2.211347037,1.063454981,1.152326348
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Upper middle income,UMC,23.25061944,14.4910927,16.20800671,19.21339498,10.589574,11.89640874,7.306885106,4.900421655,4.326096183,8.832380068,5.10810512,4.526010379,6.008614239,6.371894226,6.310777326,7.771279147,7.60197135,9.772840809,2.447860711,4.612138666
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Uruguay,URY,100.8081676,59.62362271,47.85192889,38.95718234,41.04832689,26.43173777,27.48516608,12.38390549,4.326096183,3.539308507,4.826618329,12.61627662,16.54163515,10.105056,0.677868458,6.533334554,9.417473477,8.023536413,5.636723325,5.483885182
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Uzbekistan,UZB,90.72727999,712.1492603,1078.882855,1238.595271,370.9439532,81.55525469,66.08706781,38.99795559,44.11536329,47.34078684,45.18965357,45.44937291,26.80274875,15.64812184,21.37413134,21.50025189,24.01329639,19.89221241,20.77575091,19.55160889
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Vanuatu,VUT,10.29542663,2.778527404,2.048502805,2.346129024,1.713527445,2.077281324,3.177858977,8.157102378,3.075150935,2.184591316,3.722532478,1.669917371,1.315683304,1.645930447,0.392850181,4.983009822,4.814068013,4.764463461,1.312734566,2.791245915
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Venezuela, RB",VEN,21.44961647,28.24406235,31.64582427,62.89068451,51.75990178,115.5247182,38.42008103,18.8902867,26.19271006,29.45282511,7.996904056,33.02287608,34.93375574,33.95372434,29.60405935,17.90431555,15.44847776,30.13245285,7.83166636,45.9432687
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Vietnam,VNM,72.54639348,32.62918214,17.41497962,16.95231661,17.04018855,8.696768945,6.597408546,8.837861043,5.734699314,3.408827591,1.94832643,3.938990228,6.686367048,8.178606463,8.188728509,7.266291281,8.239384401,22.13575003,6.02869767,11.86007518
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,West Bank and Gaza,WBG,,,,,7.399290991,7.523322617,5.647015951,4.762185928,5.852702084,2.893322928,-1.928873258,6.493201296,0.467383002,6.357622214,4.893451206,,,,,
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,World,WLD,8.564279105,6.710771276,7.306583548,9.682255245,8.324111165,6.476338139,4.544665139,4.365853887,3.800508818,4.537653887,3.43026866,3.40117707,4.08278086,5.39785622,5.10565792,5.411490165,5.779270256,8.023536413,1.911964122,4.551741568
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,"Yemen, Rep.",YEM,11.99358109,13.17174535,16.3759079,20.78436441,45.7433428,36.77008785,13.2904927,-8.342951742,33.46090538,23.3460519,2.748200447,8.711880497,10.89234282,14.11332,18.53335356,13.58864726,10.88828245,20.38033925,-8.707861881,24.16101576
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Zambia,ZMB,92.65458764,165.5339468,143.6583346,65.4086147,38.04492887,22.91276204,25.96954523,19.49074427,21.35214538,30.03857177,24.29956122,20.48821498,20.5106705,19.14321485,17.01866156,13.29364655,12.81038988,12.33122274,10.73635963,11.71598346
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,Zimbabwe,ZWE,-6.777299399,-14.12965879,-3.791121858,-3.89567271,3.03853837,8.984383185,-2.879048062,-27.04864951,8.006813084,0.627900721,-0.130889981,2.712949121,8.801276122,7.611525198,5.136600924,-2.017679346,0.894887824,1.349222478,24.7066016,17.50953032
Internet users (per 100 people),IT.NET.USER.P2,Afghanistan,AFG,,,,,,,,,,,0.004188346,0.004092114,0.079875078,0.097163516,1.130397829,1.947423469,1.751202161,1.688485448,3.246305573,3.654114396
Internet users (per 100 people),IT.NET.USER.P2,Albania,ALB,,,,,0.011168695,0.032196828,0.048593919,0.06502737,0.081437045,0.114097347,0.325798377,0.390081273,0.971900415,2.420387798,6.043890864,9.609991316,15.03611541,23.86,41.2,45
Internet users (per 100 people),IT.NET.USER.P2,Algeria,DZA,,,,0.000360674,0.001768954,0.001738533,0.010268463,0.020238555,0.199523843,0.491705679,0.646114017,1.59164126,2.195359731,4.634475088,5.843942092,7.375984956,9.451190626,10.18,11.23,12.5
Internet users (per 100 people),IT.NET.USER.P2,American Samoa,ASM,,,,,,,,,,,,,,,,,,,,
Internet users (per 100 people),IT.NET.USER.P2,Andorra,ADO,,,,,,1.526601023,3.050175385,6.886209218,7.635686143,10.53883561,,11.26046872,13.54641288,26.83795439,37.60576622,48.936847,70.87,70.04,78.53,81
Internet users (per 100 people),IT.NET.USER.P2,Angola,AGO,,,,,,0.000775929,0.005673746,0.018453724,0.071964087,0.105045562,0.136013867,0.270376746,0.370682065,0.464814618,1.143366827,1.907647507,3.2,4.6,6,10
Internet users (per 100 people),IT.NET.USER.P2,Antigua and Barbuda,ATG,,,,,2.200768802,2.858449577,3.480536838,4.0717165,5.300681138,6.482225737,8.899285515,12.5,17.22864878,24.26654372,34.7164029,62.63886919,70.06,75.03,74.2,80
Internet users (per 100 people),IT.NET.USER.P2,Arab World,ARB,,,,,0.017793492,0.039359306,0.137849362,0.27549827,0.625941894,1.183760472,1.598163643,2.745313838,3.71276019,5.552276491,8.318421021,10.9912282,14.40614591,17.85176764,22.60085518,26.87636552
Internet users (per 100 people),IT.NET.USER.P2,Argentina,ARG,,0.002992874,0.029527065,0.043705951,0.086277081,0.141954704,0.280339882,0.83076668,3.284481956,7.038683086,9.780807285,10.88212438,11.91369655,16.03668411,17.72058337,20.9272021,25.94663294,28.11262348,34,36
Internet users (per 100 people),IT.NET.USER.P2,Armenia,ARM,,,,0.009117014,0.052743123,0.094572902,0.111650935,0.128659478,0.970737757,1.300470022,1.631094667,1.960405046,4.575217225,4.899008571,5.252983352,5.631787777,6.021253397,6.21,15.3,44
Internet users (per 100 people),IT.NET.USER.P2,Aruba,ABW,,,,,,2.768382663,,,4.506179098,15.44282295,17.1,18.8,20.8,23,25.4,28,30.9,34.2,37.7,42
Internet users (per 100 people),IT.NET.USER.P2,Australia,AUS,1.099529387,1.772249769,1.981363276,2.240454351,2.766742391,3.276794752,16.37656577,30.85256168,40.83096345,46.78382556,52.60563888,,,,63.02693628,66.1479411,69.60650927,71.7210626,74.08290816,75.89293106
Internet users (per 100 people),IT.NET.USER.P2,Austria,AUT,0.257901755,0.637697351,0.758952509,1.3860681,1.887201228,6.910418483,9.538176519,15.41992017,23.02231748,33.70127638,39.16687163,36.56498507,42.76736164,54.37024785,58.03078406,63.63512805,69.44517156,72.91265428,73.48831743,72.73356076
Internet users (per 100 people),IT.NET.USER.P2,Azerbaijan,AZE,,,,0.00144512,0.0020769,0.006421961,0.025430364,0.037781882,0.099932031,0.14889804,0.308588338,5.065974361,,,8.217982517,12.29912693,14.94616369,17.43121254,27.76553063,46.67798994
Internet users (per 100 people),IT.NET.USER.P2,"Bahamas, The",BHS,,,,,0.960030721,1.746950698,1.362953903,2.33559071,3.764557822,8,11.8,18,20,22,25,26,27,31.54,33.88,43
Internet users (per 100 people),IT.NET.USER.P2,Bahrain,BHR,,,,,0.346205844,0.843254219,1.646299202,3.218202151,4.720358118,6.153732546,15.03863425,18.05072089,21.55494499,21.45868051,21.30373351,28.24395243,32.91,51.95,53,55
Internet users (per 100 people),IT.NET.USER.P2,Bangladesh,BGD,,,,,,,0.000751046,0.003684813,0.036170407,0.071039423,0.129807974,0.139920289,0.163877665,0.199036334,0.241637326,1,1.8,2.5,3.1,3.7
Internet users (per 100 people),IT.NET.USER.P2,Barbados,BRB,,,,,0.007752238,0.389464214,0.783428912,1.970249237,2.376247035,3.973678355,11.93645034,27.83632242,39.68962712,49.8,56.07085461,63,64.7,66.5,68.7,70.2
Internet users (per 100 people),IT.NET.USER.P2,Belarus,BLR,,,,0.000489093,0.002944246,0.029541545,0.049444292,0.07451749,0.498457508,1.870217979,4.317675693,8.985587449,,,,16.27377679,19.75325619,23.18848886,27.80224244,32.05214391
Internet users (per 100 people),IT.NET.USER.P2,Belgium,BEL,0.020016144,0.0996358,0.198409894,0.691998962,0.986092865,2.951330322,4.905171024,7.82914849,13.66710496,29.2147391,31.05933918,45.97685699,49.61832185,53.52848187,59.4423711,63.73603789,68.70321641,65.33564762,69.12111739,73.73538942
Internet users (per 100 people),IT.NET.USER.P2,Belize,BLZ,,,,,0.046196296,0.900316339,1.302286094,2.091139304,4.099731973,5.980833905,,5.629959327,,5.634835698,8.86772773,9.906384783,10.21934716,10.50720419,10.75125612,12.65673919
Internet users (per 100 people),IT.NET.USER.P2,Benin,BEN,,,,,,0.0016931,0.024648796,0.047877304,0.154906741,0.225247851,0.36341789,0.702945595,0.951327115,1.182540965,1.271031439,1.537854346,1.79,1.85,2.24,3.13
Internet users (per 100 people),IT.NET.USER.P2,Bermuda,BMU,,,,,6.805468842,16.17651061,24.22442691,32.24615506,40.30518411,43.45751214,47.97491488,52.5187722,57.10966168,61.5737971,65.992458,70.47813507,74.9337815,82.88584268,83.76966615,85.13289241
Internet users (per 100 people),IT.NET.USER.P2,Bhutan,BTN,,,,,,,,,0.137571514,0.400944447,0.864628564,1.675802584,2.436912399,3.156984196,3.847106745,4.518317258,5.92,6.55,7.17,13.6
Internet users (per 100 people),IT.NET.USER.P2,Bolivia,BOL,,,,,0.066807568,0.196081174,0.447839036,0.626484062,0.981815187,1.442763585,2.120462534,3.117192947,3.508596401,4.439924601,5.227583957,6.200671255,10.49924432,10.83,14.3,20
Internet users (per 100 people),IT.NET.USER.P2,Bosnia and Herzegovina,BIH,,,,,,0.015125563,0.059425563,0.14367106,0.1943742,1.08296075,1.200526951,2.648267914,3.965036834,15.46897162,21.326701,25.12238569,27.92,34.66,37.74,52
Internet users (per 100 people),IT.NET.USER.P2,Botswana,BWA,0,,,,0.064521041,0.15745423,0.30774685,0.602400929,1.122391474,2.902666622,3.430886787,3.385922351,3.345190174,3.304889253,3.262554036,4.289932975,5.28,6.25,6.15,6
Internet users (per 100 people),IT.NET.USER.P2,Brazil,BRA,0.003288171,0.012946262,0.025498253,0.037672709,0.105138168,0.450789179,0.786079155,1.477874959,2.038732184,2.870685159,4.528494869,9.149425086,13.2075861,19.07367227,21.02274725,28.17838018,30.88,33.83,39.22,40.65
Internet users (per 100 people),IT.NET.USER.P2,Brunei Darussalam,BRN,,,,,1.017080166,3.303349927,4.831057905,6.284742844,7.671041206,8.996284534,12.91776908,15.32987986,19.59500322,29.71560414,36.46639195,42.18634916,44.68,46,49,50
Internet users (per 100 people),IT.NET.USER.P2,Bulgaria,BGR,,,0.002360627,0.019541423,0.118961698,0.717462121,1.203074592,1.816698459,2.857297783,5.263103629,7.543465824,9.10792384,12.06548488,18.14868416,19.96797459,27.05657302,33.55444373,39.50310114,44.74811707,45.98482596
Internet users (per 100 people),IT.NET.USER.P2,Burkina Faso,BFA,,,,,,0.000960519,0.018686353,0.045423484,0.061780293,0.077080169,0.157732465,0.200992598,0.373440303,0.400295285,0.469914489,0.632707564,0.75,0.92,1.13,1.4
Internet users (per 100 people),IT.NET.USER.P2,Burundi,BDI,0,0,0,0,0,0.000803592,0.007979439,0.015842776,0.039204469,0.077248447,0.106001245,0.118228412,0.201273197,0.349060462,0.542142866,0.65759259,0.7,0.81,1.9,2.1
Internet users (per 100 people),IT.NET.USER.P2,Cambodia,KHM,,,,,,,0.005844911,0.016324986,0.031969578,0.04702264,0.076956056,0.226983238,0.260570198,0.300436644,0.317321781,0.46835672,0.49,0.51,0.53,1.26
Internet users (per 100 people),IT.NET.USER.P2,Cameroon,CMR,,,,,,,0.006768744,0.013216341,0.129067581,0.252120078,0.277051322,0.360871584,0.587622611,0.976075415,1.402654226,2.028744791,2.93,3.4,3.84,4
Internet users (per 100 people),IT.NET.USER.P2,Canada,CAN,0.567957184,0.911695417,1.17926229,2.370288127,4.156162704,6.739808038,15.00351866,24.7871626,36.04954849,51.12938457,59.97791664,61.43564737,64.06331861,65.85001545,71.59660113,72.51535612,73.30581298,76.72038636,80.17086651,81.33796128
Internet users (per 100 people),IT.NET.USER.P2,Cape Verde,CPV,,,,,,,0.24096792,0.472735008,1.159982461,1.822443852,2.685332713,3.518757175,4.324885391,5.31883207,6.074087107,6.808911008,8.28321982,20,25,30
Internet users (per 100 people),IT.NET.USER.P2,Cayman Islands,CYM,,,0,0,3.948967193,,,,,,,,,,38.03438308,44.5,52,61,64.5,66
Internet users (per 100 people),IT.NET.USER.P2,Central African Republic,CAF,,,,,,0.005849503,0.014270881,0.027878201,0.040894287,0.053394174,0.078543428,0.128537117,0.151563338,0.223401395,0.268195609,0.311159173,0.375815961,1,1.8,2.3
Internet users (per 100 people),IT.NET.USER.P2,Chad,TCD,,,,,,,0.000658168,0.004268504,0.012321728,0.035707076,0.045934134,0.166069665,0.320308555,0.360920107,0.3992577,0.581045764,0.847224521,1.19,1.5,1.7
Internet users (per 100 people),IT.NET.USER.P2,Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,
Internet users (per 100 people),IT.NET.USER.P2,Chile,CHL,,0.036548938,0.071783144,0.141084507,0.346980781,0.68347561,1.057092496,1.662322022,4.103419297,16.6,19.1,22.1,25.47377889,28.17791012,31.17534703,34.49775117,35.9,37.3,38.8,45
Internet users (per 100 people),IT.NET.USER.P2,China,CHN,,,0.000170147,0.001177609,0.004992261,0.013173925,0.032599617,0.169501808,0.711999281,1.78501572,2.652214163,4.615566607,6.224044749,7.325216965,8.548580494,10.55173889,16.04366918,22.66176993,28.97659939,34.38999549
Internet users (per 100 people),IT.NET.USER.P2,Colombia,COL,,,,0.107173945,0.18804679,0.330017773,0.550521023,1.126225245,1.697730794,2.207532993,2.854199971,4.6,7.388923711,9.118690303,11.00726389,15.34167454,21.8,25.6,30,36.5
Internet users (per 100 people),IT.NET.USER.P2,Comoros,COM,,,,,,,0,0.03787097,0.148162964,0.271740607,0.443068373,0.554869675,0.84818937,1.327327178,3.244314744,3.329269511,3.423347228,3.481040438,3.594493768,5.1
Internet users (per 100 people),IT.NET.USER.P2,"Congo, Dem. Rep.",ZAR,,,,,,0.000108207,0.000211213,0.000413065,0.001009076,0.005902114,0.011475782,0.092790702,0.134914837,0.196208375,0.238037799,0.29605361,0.37,0.44,0.56,0.72
Internet users (per 100 people),IT.NET.USER.P2,"Congo, Rep.",COG,,,,,,0.00352686,0.003469104,0.003415143,0.016791049,0.026354732,0.032223616,0.157249517,0.460014187,1.07750493,1.46342006,2.007990079,2.759704374,4.287509903,4.5,5
Internet users (per 100 people),IT.NET.USER.P2,Costa Rica,CRI,,0.001113325,0.081509754,0.279912479,0.416829206,0.84105704,1.640221288,2.666378698,3.904323257,5.800253023,9.559482135,19.89485113,20.33361481,20.79230671,22.07,25.1,28.4,32.29,34.33,36.5
Internet users (per 100 people),IT.NET.USER.P2,Cote d'Ivoire,CIV,,,,,0.000200256,0.00840978,0.018828361,0.060974439,0.118685917,0.231461671,0.395747702,0.497929361,0.758669629,0.849282415,1.039238205,1.524900791,1.8,2,2.3,2.6
Internet users (per 100 people),IT.NET.USER.P2,Croatia,HRV,,,0.096982256,0.268815993,0.5140287,0.890081964,1.749807002,3.332664752,4.391856703,6.76428775,11.66692179,17.864052,22.8349897,30.98326763,33.13989555,37.92688788,41.3465358,50.42182729,56.03958394,60.11970702
Internet users (per 100 people),IT.NET.USER.P2,Cuba,CUB,,,,,0.000091658,0.031949001,0.068220214,0.226699199,0.314690541,0.541182549,1.079751722,3.770585038,5.241269054,8.407984759,9.738062208,11.15960131,11.69,12.94,14.33,15.9
Internet users (per 100 people),IT.NET.USER.P2,Cyprus,CYP,,0.05006043,0.056367482,0.111034621,0.410120685,0.673343541,4.378272095,8.890539159,11.34239866,15.25539437,18.81875904,28.32,30.09,33.83,32.81,35.83,40.77,42.31,49.81,52.9936597
Internet users (per 100 people),IT.NET.USER.P2,Czech Republic,CZE,,,0.580760599,1.257874245,1.452461652,1.93939533,2.913393387,3.889977266,6.817171538,9.752504965,14.68168024,23.94089704,34.27299983,35.4501312,35.21765921,47.88174858,51.82630744,62.68622733,64.13852478,68.6394906
Internet users (per 100 people),IT.NET.USER.P2,Denmark,DNK,0.194084375,0.386964079,0.578635602,1.345828887,3.825649841,5.706451857,11.36602703,22.64921525,30.58450445,39.17158719,42.9356563,64.18517551,76.17388772,80.86646322,82.74018321,86.73560981,85.14975798,85.0771224,86.86797134,88.75932497
Internet users (per 100 people),IT.NET.USER.P2,Djibouti,DJI,,,,,0.01603083,0.031166241,0.082941498,0.094696004,0.105761909,0.194500528,0.343526263,0.486971705,0.625940229,0.781317175,0.953611449,1.270041159,1.62,2.26,4,6.5
Internet users (per 100 people),IT.NET.USER.P2,Dominica,DMA,,,,,0.548762737,1.165518146,,2.925345191,2.932164377,8.814844198,13.24522804,18.42489277,23.62041985,30.31961309,38.54364326,39.3981743,40.27446301,41.16,42.02,47.45
Internet users (per 100 people),IT.NET.USER.P2,Dominican Republic,DOM,,,,,0.017233601,0.074987053,0.142687565,0.233914189,1.104743874,3.704692356,4.429390697,6.823725733,7.898392937,8.865553461,11.48319778,14.84492837,17.66,20.82,27.72,39.53
